reviewer_name,review_title,review
Jordan Menezes,Great,The fit and finishing of the case is excellent. Also the material is soft and feels premium. Go for it. Absolutely worth it
Hari,Bought it twice...,Just awesome...
veena biswas,Fantastic,Superb design and looking fantastic on phone.. perfect size n fitting
,Fantastic.. awesome,It’s awesome . Recommend for this price
